a_score,score,avis,år,file
0.016203703703703703,7.0,information,2009-2010,article1.txt
0.01639344262295082,8.0,information,2009-2010,article10.txt
0.04294478527607362,21.0,information,2009-2010,article11.txt
0.009584664536741214,3.0,information,2009-2010,article12.txt
0.017543859649122806,7.0,information,2009-2010,article13.txt
0.03488372093023256,18.0,information,2009-2010,article14.txt
0.02616279069767442,9.0,information,2009-2010,article15.txt
-0.01873536299765808,-8.0,information,2009-2010,article16.txt
-0.010245901639344262,-5.0,information,2009-2010,article17.txt
0.07036247334754797,33.0,information,2009-2010,article18.txt
0.027777777777777776,9.0,information,2009-2010,article19.txt
0.032,16.0,information,2009-2010,article2.txt
0.012320328542094456,6.0,information,2009-2010,article20.txt
0.004048582995951417,2.0,information,2009-2010,article21.txt
-0.018648018648018648,-8.0,information,2009-2010,article22.txt
-0.03038674033149171,-11.0,information,2009-2010,article23.txt
0.02619047619047619,11.0,information,2009-2010,article24.txt
0.004889975550122249,2.0,information,2009-2010,article25.txt
-0.0225140712945591,-12.0,information,2009-2010,article26.txt
0.026525198938992044,10.0,information,2009-2010,article27.txt
-0.001876172607879925,-1.0,information,2009-2010,article28.txt
-0.027210884353741496,-16.0,information,2009-2010,article29.txt
0.002849002849002849,1.0,information,2009-2010,article3.txt
-0.035794183445190156,-16.0,information,2009-2010,article30.txt
-0.04127579737335835,-22.0,information,2009-2010,article31.txt
-0.013972055888223553,-7.0,information,2009-2010,article32.txt
-0.06109979633401222,-30.0,information,2009-2010,article33.txt
0.0,0.0,information,2009-2010,article34.txt
-0.019193857965451054,-10.0,information,2009-2010,article35.txt
-0.014285714285714285,-7.0,information,2009-2010,article36.txt
0.0625,25.0,information,2009-2010,article37.txt
0.015985790408525755,9.0,information,2009-2010,article38.txt
0.03464203233256351,15.0,information,2009-2010,article39.txt
0.0024630541871921183,1.0,information,2009-2010,article4.txt
0.05623471882640587,23.0,information,2009-2010,article40.txt
0.0513347022587269,25.0,information,2009-2010,article41.txt
0.05588235294117647,19.0,information,2009-2010,article42.txt
0.09615384615384616,40.0,information,2009-2010,article43.txt
0.030379746835443037,12.0,information,2009-2010,article44.txt
0.05104408352668213,22.0,information,2009-2010,article45.txt
0.021341463414634148,7.0,information,2009-2010,article46.txt
0.012605042016806723,6.0,information,2009-2010,article47.txt
0.009259259259259259,4.0,information,2009-2010,article48.txt
0.009950248756218905,4.0,information,2009-2010,article49.txt
0.015765765765765764,7.0,information,2009-2010,article5.txt
0.07653061224489796,30.0,information,2009-2010,article50.txt
0.021798365122615803,8.0,information,2009-2010,article6.txt
0.021825396825396824,11.0,information,2009-2010,article7.txt
0.003527336860670194,2.0,information,2009-2010,article8.txt
0.033942558746736295,13.0,information,2009-2010,article9.txt
