a_score,score,avis,år,file
-0.028680688336520075,-15.0,information,2016-2017,article1.txt
0.019305019305019305,10.0,information,2016-2017,article10.txt
0.03899721448467967,14.0,information,2016-2017,article11.txt
0.050724637681159424,21.0,information,2016-2017,article12.txt
0.0136986301369863,6.0,information,2016-2017,article13.txt
0.05053191489361702,19.0,information,2016-2017,article14.txt
0.043478260869565216,22.0,information,2016-2017,article15.txt
0.048723897911832945,21.0,information,2016-2017,article16.txt
0.03819444444444445,22.0,information,2016-2017,article17.txt
0.008356545961002786,3.0,information,2016-2017,article18.txt
0.06851851851851852,37.0,information,2016-2017,article19.txt
-0.017130620985010708,-8.0,information,2016-2017,article2.txt
0.002197802197802198,1.0,information,2016-2017,article20.txt
0.015503875968992248,10.0,information,2016-2017,article21.txt
0.021875,7.0,information,2016-2017,article22.txt
0.004918032786885246,3.0,information,2016-2017,article23.txt
0.019138755980861243,8.0,information,2016-2017,article24.txt
0.05166051660516605,14.0,information,2016-2017,article25.txt
0.014634146341463415,6.0,information,2016-2017,article26.txt
0.04304635761589404,13.0,information,2016-2017,article27.txt
0.052132701421800945,33.0,information,2016-2017,article28.txt
0.00804289544235925,3.0,information,2016-2017,article29.txt
0.012396694214876033,6.0,information,2016-2017,article3.txt
0.0189328743545611,11.0,information,2016-2017,article30.txt
0.02493765586034913,10.0,information,2016-2017,article31.txt
0.02773246329526917,17.0,information,2016-2017,article32.txt
0.02346041055718475,8.0,information,2016-2017,article33.txt
-0.014925373134328358,-7.0,information,2016-2017,article34.txt
-0.050997782705099776,-23.0,information,2016-2017,article35.txt
-0.006085192697768763,-3.0,information,2016-2017,article36.txt
0.00980392156862745,3.0,information,2016-2017,article37.txt
-0.01160092807424594,-5.0,information,2016-2017,article38.txt
-0.01694915254237288,-9.0,information,2016-2017,article39.txt
0.026041666666666668,10.0,information,2016-2017,article4.txt
0.01744186046511628,6.0,information,2016-2017,article40.txt
0.03125,18.0,information,2016-2017,article41.txt
-0.004228329809725159,-2.0,information,2016-2017,article42.txt
0.014198782961460446,7.0,information,2016-2017,article5.txt
0.018229166666666668,7.0,information,2016-2017,article6.txt
0.006535947712418301,3.0,information,2016-2017,article7.txt
0.03711340206185567,18.0,information,2016-2017,article8.txt
0.016494845360824743,8.0,information,2016-2017,article9.txt
