a_score,score,avis,år,file
-0.014198782961460446,-7.0,information,2008-2009,article1.txt
0.02968036529680365,13.0,information,2008-2009,article10.txt
0.01598173515981735,7.0,information,2008-2009,article11.txt
0.019230769230769232,9.0,information,2008-2009,article12.txt
0.017475728155339806,9.0,information,2008-2009,article13.txt
-0.003929273084479371,-2.0,information,2008-2009,article14.txt
0.037142857142857144,13.0,information,2008-2009,article15.txt
0.016203703703703703,7.0,information,2008-2009,article16.txt
0.014732965009208104,8.0,information,2008-2009,article17.txt
0.022935779816513763,10.0,information,2008-2009,article18.txt
0.04424778761061947,20.0,information,2008-2009,article19.txt
0.0034602076124567475,2.0,information,2008-2009,article2.txt
-0.027989821882951654,-11.0,information,2008-2009,article20.txt
0.02591792656587473,12.0,information,2008-2009,article21.txt
-0.007594936708860759,-3.0,information,2008-2009,article22.txt
0.011235955056179775,3.0,information,2008-2009,article23.txt
0.050239234449760764,21.0,information,2008-2009,article24.txt
-0.008403361344537815,-4.0,information,2008-2009,article25.txt
-0.03188405797101449,-11.0,information,2008-2009,article26.txt
0.03898305084745763,23.0,information,2008-2009,article27.txt
0.006818181818181818,3.0,information,2008-2009,article28.txt
0.039735099337748346,24.0,information,2008-2009,article29.txt
0.010526315789473684,6.0,information,2008-2009,article3.txt
0.03468208092485549,12.0,information,2008-2009,article30.txt
-0.013015184381778741,-6.0,information,2008-2009,article31.txt
-0.029473684210526315,-14.0,information,2008-2009,article32.txt
0.014675052410901468,7.0,information,2008-2009,article33.txt
-0.0029940119760479044,-1.0,information,2008-2009,article34.txt
0.01951219512195122,8.0,information,2008-2009,article35.txt
0.008438818565400843,4.0,information,2008-2009,article36.txt
0.028517110266159697,15.0,information,2008-2009,article37.txt
0.05378973105134474,22.0,information,2008-2009,article38.txt
0.028089887640449437,15.0,information,2008-2009,article39.txt
-0.003780718336483932,-2.0,information,2008-2009,article4.txt
0.02727272727272727,12.0,information,2008-2009,article40.txt
0.058823529411764705,22.0,information,2008-2009,article41.txt
0.008108108108108109,3.0,information,2008-2009,article42.txt
0.014545454545454545,4.0,information,2008-2009,article43.txt
-0.008902077151335312,-3.0,information,2008-2009,article44.txt
0.008571428571428572,3.0,information,2008-2009,article45.txt
0.01903114186851211,11.0,information,2008-2009,article5.txt
-0.013477088948787063,-5.0,information,2008-2009,article6.txt
0.052158273381294966,29.0,information,2008-2009,article7.txt
0.004158004158004158,2.0,information,2008-2009,article8.txt
0.017110266159695818,9.0,information,2008-2009,article9.txt
