a_score,score,avis,år,file
0.03480278422273782,15.0,information,2007-2008,article1.txt
0.015384615384615385,7.0,information,2007-2008,article10.txt
-0.012939001848428836,-7.0,information,2007-2008,article11.txt
0.0367170626349892,17.0,information,2007-2008,article12.txt
0.020289855072463767,7.0,information,2007-2008,article13.txt
0.01593625498007968,4.0,information,2007-2008,article14.txt
0.03136531365313653,17.0,information,2007-2008,article15.txt
0.007736943907156673,4.0,information,2007-2008,article16.txt
0.016025641025641024,10.0,information,2007-2008,article17.txt
-0.02518891687657431,-10.0,information,2007-2008,article18.txt
-0.007462686567164179,-3.0,information,2007-2008,article19.txt
0.01646090534979424,8.0,information,2007-2008,article2.txt
0.072265625,37.0,information,2007-2008,article20.txt
0.008595988538681949,3.0,information,2007-2008,article21.txt
0.04883720930232558,21.0,information,2007-2008,article22.txt
0.03205128205128205,10.0,information,2007-2008,article23.txt
-0.004081632653061225,-2.0,information,2007-2008,article24.txt
0.03814713896457766,14.0,information,2007-2008,article25.txt
0.012345679012345678,6.0,information,2007-2008,article26.txt
-0.030660377358490566,-13.0,information,2007-2008,article27.txt
0.011461318051575931,4.0,information,2007-2008,article28.txt
0.0,0.0,information,2007-2008,article29.txt
0.009195402298850575,4.0,information,2007-2008,article3.txt
0.0084985835694051,3.0,information,2007-2008,article30.txt
-0.01348314606741573,-6.0,information,2007-2008,article31.txt
0.02531645569620253,14.0,information,2007-2008,article32.txt
0.040160642570281124,20.0,information,2007-2008,article33.txt
0.04462474645030426,22.0,information,2007-2008,article34.txt
0.020512820512820513,8.0,information,2007-2008,article35.txt
0.022222222222222223,12.0,information,2007-2008,article36.txt
0.03262955854126679,17.0,information,2007-2008,article37.txt
0.0870712401055409,33.0,information,2007-2008,article38.txt
0.045454545454545456,21.0,information,2007-2008,article39.txt
0.04139433551198257,19.0,information,2007-2008,article4.txt
0.02459016393442623,9.0,information,2007-2008,article5.txt
0.032567049808429116,17.0,information,2007-2008,article6.txt
-0.02142857142857143,-9.0,information,2007-2008,article7.txt
-0.030927835051546393,-15.0,information,2007-2008,article8.txt
0.015479876160990712,5.0,information,2007-2008,article9.txt
