a_score,score,avis,år,file
0.0395778364116095,15.0,jyllandsposten,2007-2008,article1.txt
0.008823529411764706,3.0,jyllandsposten,2007-2008,article10.txt
0.015873015873015872,5.0,jyllandsposten,2007-2008,article11.txt
0.03515625,18.0,jyllandsposten,2007-2008,article12.txt
0.03865979381443299,15.0,jyllandsposten,2007-2008,article13.txt
0.02,9.0,jyllandsposten,2007-2008,article14.txt
0.03038674033149171,11.0,jyllandsposten,2007-2008,article15.txt
-0.008888888888888889,-2.0,jyllandsposten,2007-2008,article16.txt
0.01728395061728395,7.0,jyllandsposten,2007-2008,article17.txt
0.01098901098901099,4.0,jyllandsposten,2007-2008,article18.txt
0.028169014084507043,12.0,jyllandsposten,2007-2008,article19.txt
-0.03142857142857143,-11.0,jyllandsposten,2007-2008,article2.txt
-0.03855421686746988,-16.0,jyllandsposten,2007-2008,article20.txt
0.014084507042253521,2.0,jyllandsposten,2007-2008,article21.txt
0.014577259475218658,5.0,jyllandsposten,2007-2008,article22.txt
0.02526315789473684,12.0,jyllandsposten,2007-2008,article23.txt
0.059895833333333336,23.0,jyllandsposten,2007-2008,article24.txt
0.044,11.0,jyllandsposten,2007-2008,article25.txt
-0.01020408163265306,-3.0,jyllandsposten,2007-2008,article26.txt
0.043209876543209874,14.0,jyllandsposten,2007-2008,article27.txt
0.04205607476635514,18.0,jyllandsposten,2007-2008,article28.txt
0.011111111111111112,2.0,jyllandsposten,2007-2008,article29.txt
-0.03353658536585366,-11.0,jyllandsposten,2007-2008,article3.txt
0.04428044280442804,12.0,jyllandsposten,2007-2008,article30.txt
-0.032640949554896145,-11.0,jyllandsposten,2007-2008,article31.txt
0.03058823529411765,13.0,jyllandsposten,2007-2008,article32.txt
-0.05263157894736842,-16.0,jyllandsposten,2007-2008,article33.txt
0.04743083003952569,24.0,jyllandsposten,2007-2008,article34.txt
0.003401360544217687,1.0,jyllandsposten,2007-2008,article35.txt
0.037199124726477024,17.0,jyllandsposten,2007-2008,article36.txt
0.07599309153713299,44.0,jyllandsposten,2007-2008,article37.txt
0.031835205992509365,17.0,jyllandsposten,2007-2008,article38.txt
-0.028938906752411574,-9.0,jyllandsposten,2007-2008,article39.txt
0.02416918429003021,8.0,jyllandsposten,2007-2008,article4.txt
0.02028397565922921,10.0,jyllandsposten,2007-2008,article40.txt
-0.02127659574468085,-11.0,jyllandsposten,2007-2008,article41.txt
0.057356608478802994,23.0,jyllandsposten,2007-2008,article42.txt
0.05040322580645161,25.0,jyllandsposten,2007-2008,article43.txt
0.023195876288659795,9.0,jyllandsposten,2007-2008,article44.txt
0.01160092807424594,5.0,jyllandsposten,2007-2008,article45.txt
0.007168458781362007,4.0,jyllandsposten,2007-2008,article46.txt
0.026923076923076925,7.0,jyllandsposten,2007-2008,article47.txt
-0.0028089887640449437,-1.0,jyllandsposten,2007-2008,article48.txt
0.023166023166023165,12.0,jyllandsposten,2007-2008,article49.txt
0.019656019656019656,8.0,jyllandsposten,2007-2008,article5.txt
-0.014084507042253521,-3.0,jyllandsposten,2007-2008,article50.txt
0.030837004405286344,7.0,jyllandsposten,2007-2008,article51.txt
0.06047516198704104,28.0,jyllandsposten,2007-2008,article52.txt
0.04792332268370607,15.0,jyllandsposten,2007-2008,article53.txt
0.031413612565445025,12.0,jyllandsposten,2007-2008,article6.txt
0.04481792717086835,16.0,jyllandsposten,2007-2008,article7.txt
0.029411764705882353,12.0,jyllandsposten,2007-2008,article8.txt
0.02107728337236534,9.0,jyllandsposten,2007-2008,article9.txt
