a_score,score,avis,år,file
-0.03258145363408521,-13.0,jyllandsposten,2015-2016,article1.txt
0.03278688524590164,12.0,jyllandsposten,2015-2016,article10.txt
0.028925619834710745,14.0,jyllandsposten,2015-2016,article11.txt
0.019736842105263157,9.0,jyllandsposten,2015-2016,article12.txt
0.07954545454545454,35.0,jyllandsposten,2015-2016,article13.txt
0.020942408376963352,8.0,jyllandsposten,2015-2016,article14.txt
0.08477842003853564,44.0,jyllandsposten,2015-2016,article15.txt
0.03571428571428571,12.0,jyllandsposten,2015-2016,article16.txt
0.010683760683760684,5.0,jyllandsposten,2015-2016,article17.txt
0.017013232514177693,9.0,jyllandsposten,2015-2016,article18.txt
-0.0018115942028985507,-1.0,jyllandsposten,2015-2016,article19.txt
0.03,15.0,jyllandsposten,2015-2016,article2.txt
-0.007853403141361256,-3.0,jyllandsposten,2015-2016,article20.txt
0.015915119363395226,6.0,jyllandsposten,2015-2016,article21.txt
0.004395604395604396,2.0,jyllandsposten,2015-2016,article22.txt
0.009398496240601503,5.0,jyllandsposten,2015-2016,article23.txt
0.002197802197802198,1.0,jyllandsposten,2015-2016,article24.txt
0.012594458438287154,5.0,jyllandsposten,2015-2016,article25.txt
0.047493403693931395,18.0,jyllandsposten,2015-2016,article26.txt
0.010438413361169102,5.0,jyllandsposten,2015-2016,article27.txt
0.02640845070422535,15.0,jyllandsposten,2015-2016,article28.txt
0.03163444639718805,18.0,jyllandsposten,2015-2016,article29.txt
0.06728971962616823,36.0,jyllandsposten,2015-2016,article3.txt
0.015444015444015444,8.0,jyllandsposten,2015-2016,article30.txt
0.05029585798816568,17.0,jyllandsposten,2015-2016,article31.txt
0.011235955056179775,4.0,jyllandsposten,2015-2016,article32.txt
0.01509433962264151,8.0,jyllandsposten,2015-2016,article33.txt
0.0521415270018622,28.0,jyllandsposten,2015-2016,article34.txt
0.020599250936329586,11.0,jyllandsposten,2015-2016,article35.txt
0.0034129692832764505,1.0,jyllandsposten,2015-2016,article36.txt
0.02010968921389397,11.0,jyllandsposten,2015-2016,article37.txt
0.05357142857142857,27.0,jyllandsposten,2015-2016,article38.txt
0.042105263157894736,20.0,jyllandsposten,2015-2016,article39.txt
0.031746031746031744,14.0,jyllandsposten,2015-2016,article4.txt
0.03111111111111111,14.0,jyllandsposten,2015-2016,article40.txt
0.007832898172323759,3.0,jyllandsposten,2015-2016,article41.txt
0.018018018018018018,10.0,jyllandsposten,2015-2016,article42.txt
0.06727272727272728,37.0,jyllandsposten,2015-2016,article43.txt
0.026246719160104987,10.0,jyllandsposten,2015-2016,article44.txt
0.04782608695652174,22.0,jyllandsposten,2015-2016,article45.txt
0.05339805825242718,22.0,jyllandsposten,2015-2016,article46.txt
0.034261241970021415,16.0,jyllandsposten,2015-2016,article47.txt
0.033734939759036145,14.0,jyllandsposten,2015-2016,article48.txt
0.02926829268292683,12.0,jyllandsposten,2015-2016,article49.txt
0.02127659574468085,7.0,jyllandsposten,2015-2016,article5.txt
0.002242152466367713,1.0,jyllandsposten,2015-2016,article50.txt
-0.005714285714285714,-3.0,jyllandsposten,2015-2016,article51.txt
0.027196652719665274,13.0,jyllandsposten,2015-2016,article52.txt
0.0,0.0,jyllandsposten,2015-2016,article53.txt
0.048561151079136694,27.0,jyllandsposten,2015-2016,article54.txt
0.024324324324324326,9.0,jyllandsposten,2015-2016,article55.txt
0.029723991507430998,14.0,jyllandsposten,2015-2016,article56.txt
0.02030456852791878,12.0,jyllandsposten,2015-2016,article57.txt
0.04449152542372881,21.0,jyllandsposten,2015-2016,article58.txt
0.007125890736342043,3.0,jyllandsposten,2015-2016,article59.txt
0.0165016501650165,5.0,jyllandsposten,2015-2016,article6.txt
0.0262582056892779,12.0,jyllandsposten,2015-2016,article60.txt
0.03299492385786802,13.0,jyllandsposten,2015-2016,article61.txt
0.03981264637002342,17.0,jyllandsposten,2015-2016,article62.txt
0.00816326530612245,4.0,jyllandsposten,2015-2016,article63.txt
0.04375,14.0,jyllandsposten,2015-2016,article64.txt
0.01276595744680851,6.0,jyllandsposten,2015-2016,article65.txt
0.02119460500963391,11.0,jyllandsposten,2015-2016,article66.txt
0.024179620034542316,14.0,jyllandsposten,2015-2016,article67.txt
0.055267702936096716,32.0,jyllandsposten,2015-2016,article68.txt
0.04466019417475728,23.0,jyllandsposten,2015-2016,article69.txt
0.042105263157894736,16.0,jyllandsposten,2015-2016,article7.txt
