a_score,score,avis,år,file
0.04533333333333334,17.0,jyllandsposten,2010-2011,article1.txt
0.036608863198458574,19.0,jyllandsposten,2010-2011,article10.txt
0.0034602076124567475,1.0,jyllandsposten,2010-2011,article11.txt
0.04367816091954023,19.0,jyllandsposten,2010-2011,article12.txt
0.007874015748031496,4.0,jyllandsposten,2010-2011,article13.txt
0.028503562945368172,12.0,jyllandsposten,2010-2011,article14.txt
0.0,0.0,jyllandsposten,2010-2011,article15.txt
0.029649595687331536,11.0,jyllandsposten,2010-2011,article16.txt
0.0024390243902439024,1.0,jyllandsposten,2010-2011,article17.txt
0.02127659574468085,7.0,jyllandsposten,2010-2011,article18.txt
-0.013550135501355014,-5.0,jyllandsposten,2010-2011,article19.txt
0.01201923076923077,5.0,jyllandsposten,2010-2011,article2.txt
0.06234413965087282,25.0,jyllandsposten,2010-2011,article20.txt
-0.07017543859649122,-20.0,jyllandsposten,2010-2011,article21.txt
-0.041463414634146344,-17.0,jyllandsposten,2010-2011,article22.txt
-0.08811475409836066,-43.0,jyllandsposten,2010-2011,article23.txt
0.002881844380403458,1.0,jyllandsposten,2010-2011,article24.txt
-0.055232558139534885,-19.0,jyllandsposten,2010-2011,article25.txt
0.02313624678663239,9.0,jyllandsposten,2010-2011,article26.txt
0.04807692307692308,15.0,jyllandsposten,2010-2011,article27.txt
0.0,0.0,jyllandsposten,2010-2011,article28.txt
0.0535279805352798,22.0,jyllandsposten,2010-2011,article29.txt
0.034383954154727794,12.0,jyllandsposten,2010-2011,article3.txt
0.0339943342776204,12.0,jyllandsposten,2010-2011,article30.txt
0.044444444444444446,16.0,jyllandsposten,2010-2011,article31.txt
0.019337016574585635,7.0,jyllandsposten,2010-2011,article32.txt
0.02666666666666667,8.0,jyllandsposten,2010-2011,article33.txt
0.059665871121718374,25.0,jyllandsposten,2010-2011,article34.txt
0.024943310657596373,11.0,jyllandsposten,2010-2011,article35.txt
-0.031042128603104215,-14.0,jyllandsposten,2010-2011,article36.txt
-0.013793103448275862,-4.0,jyllandsposten,2010-2011,article37.txt
-0.007537688442211055,-3.0,jyllandsposten,2010-2011,article38.txt
0.04316546762589928,12.0,jyllandsposten,2010-2011,article39.txt
0.037296037296037296,16.0,jyllandsposten,2010-2011,article4.txt
0.05482456140350877,25.0,jyllandsposten,2010-2011,article40.txt
0.013157894736842105,4.0,jyllandsposten,2010-2011,article41.txt
0.04852320675105485,23.0,jyllandsposten,2010-2011,article42.txt
0.064,24.0,jyllandsposten,2010-2011,article43.txt
0.01729106628242075,6.0,jyllandsposten,2010-2011,article44.txt
0.025821596244131457,11.0,jyllandsposten,2010-2011,article45.txt
-0.006048387096774193,-3.0,jyllandsposten,2010-2011,article46.txt
0.018518518518518517,7.0,jyllandsposten,2010-2011,article47.txt
0.034482758620689655,18.0,jyllandsposten,2010-2011,article5.txt
0.021696252465483234,11.0,jyllandsposten,2010-2011,article6.txt
0.027522935779816515,12.0,jyllandsposten,2010-2011,article7.txt
-0.0169971671388102,-6.0,jyllandsposten,2010-2011,article8.txt
0.020833333333333332,8.0,jyllandsposten,2010-2011,article9.txt
