a_score,score,avis,år,file
0.005649717514124294,2.0,information,2012-2013,article1.txt
0.020224719101123594,9.0,information,2012-2013,article10.txt
0.03811659192825112,17.0,information,2012-2013,article11.txt
-0.0020876826722338203,-1.0,information,2012-2013,article12.txt
0.02518891687657431,10.0,information,2012-2013,article13.txt
0.041379310344827586,18.0,information,2012-2013,article14.txt
0.0166270783847981,7.0,information,2012-2013,article15.txt
0.018018018018018018,8.0,information,2012-2013,article16.txt
0.03225806451612903,9.0,information,2012-2013,article17.txt
-0.002044989775051125,-1.0,information,2012-2013,article18.txt
-0.019230769230769232,-8.0,information,2012-2013,article19.txt
0.019230769230769232,8.0,information,2012-2013,article2.txt
-0.013186813186813187,-6.0,information,2012-2013,article20.txt
0.022944550669216062,12.0,information,2012-2013,article21.txt
-0.04809619238476954,-24.0,information,2012-2013,article22.txt
-0.07439824945295405,-34.0,information,2012-2013,article23.txt
-0.001968503937007874,-1.0,information,2012-2013,article3.txt
-0.017595307917888565,-6.0,information,2012-2013,article4.txt
-0.03816793893129771,-20.0,information,2012-2013,article5.txt
-0.03898305084745763,-23.0,information,2012-2013,article6.txt
0.020594965675057208,9.0,information,2012-2013,article7.txt
0.013605442176870748,6.0,information,2012-2013,article8.txt
0.018867924528301886,6.0,information,2012-2013,article9.txt
