a_score,score,avis,år,file
0.0583756345177665,23.0,jyllandsposten,2015-2016,article1.txt
-0.001937984496124031,-1.0,jyllandsposten,2015-2016,article10.txt
-0.0017301038062283738,-1.0,jyllandsposten,2015-2016,article11.txt
-0.0033444816053511705,-1.0,jyllandsposten,2015-2016,article12.txt
0.01762114537444934,8.0,jyllandsposten,2015-2016,article13.txt
0.01839080459770115,8.0,jyllandsposten,2015-2016,article14.txt
0.05813953488372093,35.0,jyllandsposten,2015-2016,article15.txt
0.01951219512195122,8.0,jyllandsposten,2015-2016,article16.txt
0.008695652173913044,3.0,jyllandsposten,2015-2016,article17.txt
0.07530120481927711,25.0,jyllandsposten,2015-2016,article18.txt
0.04805491990846682,21.0,jyllandsposten,2015-2016,article19.txt
0.04480651731160896,22.0,jyllandsposten,2015-2016,article2.txt
0.012658227848101266,4.0,jyllandsposten,2015-2016,article20.txt
-0.012903225806451613,-4.0,jyllandsposten,2015-2016,article21.txt
0.034274193548387094,17.0,jyllandsposten,2015-2016,article22.txt
-0.011204481792717087,-4.0,jyllandsposten,2015-2016,article23.txt
0.016901408450704224,6.0,jyllandsposten,2015-2016,article24.txt
0.04488778054862843,18.0,jyllandsposten,2015-2016,article25.txt
0.03272727272727273,9.0,jyllandsposten,2015-2016,article26.txt
-0.014598540145985401,-6.0,jyllandsposten,2015-2016,article27.txt
0.006437768240343348,3.0,jyllandsposten,2015-2016,article28.txt
-0.007462686567164179,-2.0,jyllandsposten,2015-2016,article29.txt
0.039525691699604744,10.0,jyllandsposten,2015-2016,article3.txt
0.02734375,14.0,jyllandsposten,2015-2016,article30.txt
0.006593406593406593,3.0,jyllandsposten,2015-2016,article31.txt
0.027439024390243903,9.0,jyllandsposten,2015-2016,article32.txt
0.026252983293556086,11.0,jyllandsposten,2015-2016,article33.txt
0.013440860215053764,5.0,jyllandsposten,2015-2016,article34.txt
0.009592326139088728,4.0,jyllandsposten,2015-2016,article35.txt
-0.005479452054794521,-2.0,jyllandsposten,2015-2016,article36.txt
0.027950310559006212,9.0,jyllandsposten,2015-2016,article37.txt
-0.031914893617021274,-15.0,jyllandsposten,2015-2016,article38.txt
0.046012269938650305,15.0,jyllandsposten,2015-2016,article39.txt
0.021321961620469083,10.0,jyllandsposten,2015-2016,article4.txt
0.058695652173913045,27.0,jyllandsposten,2015-2016,article40.txt
0.031818181818181815,14.0,jyllandsposten,2015-2016,article5.txt
0.02976190476190476,10.0,jyllandsposten,2015-2016,article6.txt
-0.034220532319391636,-9.0,jyllandsposten,2015-2016,article7.txt
0.012658227848101266,4.0,jyllandsposten,2015-2016,article8.txt
0.027559055118110236,14.0,jyllandsposten,2015-2016,article9.txt
